Barcode	Description	UnitRRP	Category	CategoryID	CategoryFullNodeList
9770032350909	Polityka	255	500	::News/Mags::Magazines::Foreign Language::Eastern Europe
9770032425126	Pony	230	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9770032425133	Pony	250	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9770032425140	Pony	260	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9770032425157	Pony	270	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9770032425164	Pony Special	299	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9770032425171	Pony Mag	325	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9770032425997	Pony Mag	399	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9770032644169	Practical Photography	370	552	::News/Mags::Magazines::Leisure Interests::Photography
9770032644176	Practical Photography	390	552	::News/Mags::Magazines::Leisure Interests::Photography
9770032644183	Practical Photography	399	552	::News/Mags::Magazines::Leisure Interests::Photography
9770032718228	Predictions	295	511	::News/Mags::Magazines::General Interest::Astrology
9770032718235	Predictions	325	511	::News/Mags::Magazines::General Interest::Astrology
9770032888129	Private Eye	150	606	::News/Mags::Magazines::News & Current Affairs::Domestic
9770033253841	Przyjaciolka Dvd	399	500	::News/Mags::Magazines::Foreign Language::Eastern Europe
9770033253957	Przyjaciotka	285	500	::News/Mags::Magazines::Foreign Language::Eastern Europe
9770033253971	Przyjaciotka	135	500	::News/Mags::Magazines::Foreign Language::Eastern Europe
9770033736221	Racing & Football Outlook	170	553	::News/Mags::Magazines::Leisure Interests::Racing & Betting
9770033736320	Racing Footballl Outlook	190	553	::News/Mags::Magazines::Leisure Interests::Racing & Betting
9770033736627	Racing Outlook 	230	553	::News/Mags::Magazines::Leisure Interests::Racing & Betting
9770033736726	Racing & Football Outlook	150	553	::News/Mags::Magazines::Leisure Interests::Racing & Betting
9770033736924	Racing Football Outlook	180	553	::News/Mags::Magazines::Leisure Interests::Racing & Betting
9770033739031	Racing Pigeon (The)	70	547	::News/Mags::Magazines::Leisure Interests::Pets::Birds
9770033739048	The Racing Pigeon	80	547	::News/Mags::Magazines::Leisure Interests::Pets::Birds
9770033739055	The Racing Pigeon	90	547	::News/Mags::Magazines::Leisure Interests::Pets::Birds
9770033740068	Racing Pigeon Pictorial Intern	395	653	::News/Mags::Magazines::Sport::Other Sports
9770034040105	Readers Digest	295	513	::News/Mags::Magazines::General Interest::General Interest
9770034040112	Readers Digest	349	513	::News/Mags::Magazines::General Interest::General Interest
9770035791686	Rolling Stone	399	603	::News/Mags::Magazines::Music::Rock
9770036873091	Scientific American	395	610	::News/Mags::Magazines::News & Current Affairs::Science
9770036873121	Scientific American	430	610	::News/Mags::Magazines::News & Current Affairs::Science
9770036919164	Scottish Farmer	220	661	::News/Mags::Magazines::Trade & Professional::Agriculture & Farming
9770036919188	The Scottish Farmer	240	661	::News/Mags::Magazines::Trade & Professional::Agriculture & Farming
9770036919195	The Scottish Farmer	260	661	::News/Mags::Magazines::Trade & Professional::Agriculture & Farming
9770036920030	Scottish Field	340	497	::News/Mags::Magazines::Countryside & County::National
9770036920047	Scottish Field	350	497	::News/Mags::Magazines::Countryside & County::National
9770036920054	Scottish Field	360	497	::News/Mags::Magazines::Countryside & County::National
9770036920061	Scottish Field	375	498	::News/Mags::Magazines::Countryside & County::Regional
9770036920078	Scottish Field	395	498	::News/Mags::Magazines::Countryside & County::Regional
9770036997124	Sea Breezes	325	530	::News/Mags::Magazines::Leisure Interests::Boating
9770036997131	Sea Breezes	375	562	::News/Mags::Magazines::Leisure Interests::Yatching
9770037301043	Seventeen	275	690	::News/Mags::Magazines::Womens Interest::Young Women
9770037337196	She	300	686	::News/Mags::Magazines::Womens Interest::Womens Lifestyle / Fashion
9770037337202	She	330	686	::News/Mags::Magazines::Womens Interest::Womens Lifestyle / Fashion
9770037337219	Shr	399	686	::News/Mags::Magazines::Womens Interest::Womens Lifestyle / Fashion
9770037337868	She Multi	495	686	::News/Mags::Magazines::Womens Interest::Womens Lifestyle / Fashion
9770037337875	She	340	686	::News/Mags::Magazines::Womens Interest::Womens Lifestyle / Fashion
9770037337882	She	399	686	::News/Mags::Magazines::Womens Interest::Womens Lifestyle / Fashion
9770037337912	She	200	686	::News/Mags::Magazines::Womens Interest::Womens Lifestyle / Fashion
9770037394175	Ships Monthly	395	530	::News/Mags::Magazines::Leisure Interests::Boating
9770037416167	Shooting Times	190	656	::News/Mags::Magazines::Sport::Shooting
9770037416174	Shooting Times & Country Magaz	200	656	::News/Mags::Magazines::Sport::Shooting
9770037416181	Shooting Times & Country Magaz	210	656	::News/Mags::Magazines::Sport::Shooting
9770037416198	Shooting Times & Country Magaz	220	656	::News/Mags::Magazines::Sport::Shooting
9770037416204	Shootingtimes	275	656	::News/Mags::Magazines::Sport::Shooting
9770037416211	Shooting Times And Country	235	656	::News/Mags::Magazines::Sport::Shooting
9770037416853	Shooting Times Game Fair Issue	285	656	::News/Mags::Magazines::Sport::Shooting
9770037416860	Shooting Times & Country	275	656	::News/Mags::Magazines::Sport::Shooting
9770037416884	Shooting Times	170	656	::News/Mags::Magazines::Sport::Shooting
9770037416891	Shooting Times & Country Magaz	275	656	::News/Mags::Magazines::Sport::Shooting
9770037416907	Shooting Times & Country Magaz	250	656	::News/Mags::Magazines::Sport::Shooting
9770037439029	Shropshire Magazine (The)	175	498	::News/Mags::Magazines::Countryside & County::Regional
9770037439159	Shropshire Magazine	225	498	::News/Mags::Magazines::Countryside & County::Regional
9770037439258	Shropshire Magazine	275	498	::News/Mags::Magazines::Countryside & County::Regional
9770037615027	Ski	395	657	::News/Mags::Magazines::Sport::Ski-ing and Snowboarding
9770037615997	Ski 	450	657	::News/Mags::Magazines::Sport::Ski-ing and Snowboarding
9770038634041	Spaceflight	275	610	::News/Mags::Magazines::News & Current Affairs::Science
9770038634058	Spaceflight	325	610	::News/Mags::Magazines::News & Current Affairs::Science
9770038634065	Spaceflight Magazine	450	610	::News/Mags::Magazines::News & Current Affairs::Science
